ccg,row_id,row_name,date,Short-acting insulins_items,Short-acting insulins_actual_cost,Intermediate and long-acting insulins_items,Intermediate and long-acting insulins_actual_cost,Sulfonylureas_items,Sulfonylureas_actual_cost,Biguanides_items,Biguanides_actual_cost,Other antidiabetic drugs_items,Other antidiabetic drugs_actual_cost,Treatment of hypoglycaemia_items,Treatment of hypoglycaemia_actual_cost,Diabetic diagnostic and monitoring agents_items,Diabetic diagnostic and monitoring agents_actual_cost
02T,B84004,HEBDEN BRIDGE GROUP PRACTICE,2024/12/1,89,3633.12,107,5183.17,160,168.04,604,1569.96,584,21518.83,13,356.94,81,1493.14
02T,B84004,HEBDEN BRIDGE GROUP PRACTICE,2025/1/1,83,3339.16,96,4445.9,170,157.56,613,1519.27,575,22183.19,13,366.73,92,1454.54
02T,B84004,HEBDEN BRIDGE GROUP PRACTICE,2025/2/1,78,2958.24,100,4594.74,151,141.9,545,1378.01,535,19697.88,13,369.39,72,1380.37
02T,B84004,HEBDEN BRIDGE GROUP PRACTICE,2025/3/1,67,2523.72,90,3858.44,173,182.32,600,1541.8,637,24042.58,15,385.06,82,1294.68
02T,B84004,HEBDEN BRIDGE GROUP PRACTICE,2025/4/1,84,3463.75,96,4335.99,165,165.27,577,1202.7,627,23613.57,14,387.42,73,1245.27
02T,B84004,HEBDEN BRIDGE GROUP PRACTICE,2025/5/1,73,2870.56,80,3538.82,182,173.39,623,1211.91,651,24203.37,15,529.86,85,1548.93
02T,B84005,ROSEGARTH SURGERY,2020/6/1,40,1745.78,62,2898.4,123,342.32,378,1815.67,186,5718.2,3,24.05,97,2182.41
02T,B84005,ROSEGARTH SURGERY,2020/7/1,36,1573.66,59,2563.03,129,365.82,376,1976.48,195,5714.65,6,43.89,96,2269.73
02T,B84005,ROSEGARTH SURGERY,2020/8/1,31,1385.65,55,2210.65,138,374.67,354,1887.19,200,6241.55,7,50.76,96,2225.24
02T,B84005,ROSEGARTH SURGERY,2020/9/1,39,1444.99,64,2985.16,132,429.1,376,1978.08,208,6141.35,6,39.97,98,2306.94
02T,B84005,ROSEGARTH SURGERY,2020/10/1,34,1572.45,53,2475.18,128,335.14,374,1773.81,209,6491.02,8,44.32,90,2167.47
02T,B84005,ROSEGARTH SURGERY,2020/11/1,37,1571.99,61,2604.71,120,338.04,358,1650.16,204,5941.58,12,70.85,109,2301.92
02T,B84005,ROSEGARTH SURGERY,2020/12/1,42,1887.16,69,3138.43,126,355.07,418,2038,242,8170.84,10,62.39,113,2756.33
02T,B84005,ROSEGARTH SURGERY,2021/1/1,31,1386.83,61,2479.77,110,258.82,343,1615.09,174,5573.49,5,33.38,89,1981.94
02T,B84005,ROSEGARTH SURGERY,2021/2/1,33,1459.49,56,2362.1,105,309.58,344,1567.45,192,6989.7,6,26.76,94,2284.23
02T,B84005,ROSEGARTH SURGERY,2021/3/1,43,1899.32,74,3104.82,126,289.17,426,1874.82,223,7232.44,8,39.82,101,2346.32
02T,B84005,ROSEGARTH SURGERY,2021/4/1,37,1888.84,71,2790.06,117,299.49,383,1566.42,221,7386.19,5,42.1,106,2339.67
02T,B84005,ROSEGARTH SURGERY,2021/5/1,36,1650.07,72,3336.31,99,247.97,366,1451.21,163,5873.87,6,87.13,94,2250.98
02T,B84005,ROSEGARTH SURGERY,2021/6/1,38,1816.6,57,2899.49,121,316.67,382,1435.79,211,6673.51,7,41.87,92,2061.94
02T,B84005,ROSEGARTH SURGERY,2021/7/1,35,1603.08,69,3070.7,114,290.07,393,1376.95,187,5961.8,0,0,108,2308.08
02T,B84005,ROSEGARTH SURGERY,2021/8/1,41,2075.27,84,3784.91,119,314.91,377,1345,209,7511.62,16,94.67,98,2338.71
02T,B84005,ROSEGARTH SURGERY,2021/9/1,39,1750.39,80,3061.75,115,279.21,385,1743.73,204,6617.31,12,85.22,114,2295.77
02T,B84005,ROSEGARTH SURGERY,2021/10/1,44,2031.01,65,2833.9,95,258.25,360,1367.04,209,6757.61,8,71.47,117,2640.75
02T,B84005,ROSEGARTH SURGERY,2021/11/1,31,1410.92,82,3744.09,109,291.95,378,1475.46,208,7423.7,7,72.98,115,2727.07
02T,B84005,ROSEGARTH SURGERY,2021/12/1,46,2307.32,84,3566.89,109,264.69,369,1426.19,192,6587.64,11,73.38,115,2292.9
02T,B84005,ROSEGARTH SURGERY,2022/1/1,43,2126.01,71,3101.77,92,179.6,348,1499.81,195,6435.23,14,107.11,99,2427.52
02T,B84005,ROSEGARTH SURGERY,2022/2/1,36,1550.59,77,3149.94,104,251.44,340,1227.84,188,6908.09,13,121.16,109,2637.08
02T,B84005,ROSEGARTH SURGERY,2022/3/1,41,1809.83,74,3096.65,122,222.03,353,1332.08,221,7204.02,9,59.81,115,2579.95
02T,B84005,ROSEGARTH SURGERY,2022/4/1,38,1848.5,75,3363.68,120,219.46,384,1409.62,189,6298.11,10,107.04,110,2540.56
02T,B84005,ROSEGARTH SURGERY,2022/5/1,43,2116.07,83,3804.23,93,202.94,358,1248.95,194,7309.59,9,73.52,114,2706.47
02T,B84005,ROSEGARTH SURGERY,2022/6/1,37,1731.39,74,3146.79,107,258.58,355,1312.98,207,7623.67,13,137.64,91,1932.31
02T,B84005,ROSEGARTH SURGERY,2022/7/1,42,1982.99,83,3645.52,100,231.36,341,1077.17,203,7665.72,11,94.71,117,2532.46
02T,B84005,ROSEGARTH SURGERY,2022/8/1,35,1646.56,82,3336.24,91,180.92,361,1195.68,205,7403.15,19,153.56,108,2633
02T,B84005,ROSEGARTH SURGERY,2022/9/1,43,1971.87,83,3788.59,92,223.08,350,1272.57,195,7585.53,19,160.29,102,2269.88
02T,B84005,ROSEGARTH SURGERY,2022/10/1,46,1989.51,70,2901.35,88,166.79,374,1324.02,209,7874.25,14,127.82,102,2284.68
02T,B84005,ROSEGARTH SURGERY,2022/11/1,38,1751.12,80,3178.43,94,248.27,344,1215.62,195,7272.2,13,134.93,105,2271.96
02T,B84005,ROSEGARTH SURGERY,2022/12/1,49,2243.96,86,3796.1,102,208.19,377,1270.77,202,7344.85,18,160.02,115,2314.35
02T,B84005,ROSEGARTH SURGERY,2023/1/1,40,1815.94,67,2669.7,89,244.05,380,1402.26,200,7980.54,19,179.35,104,2377.99
02T,B84005,ROSEGARTH SURGERY,2023/2/1,38,1704.71,71,2964.85,75,179.94,333,1117.05,179,6000.76,11,118.33,94,1816
02T,B84005,ROSEGARTH SURGERY,2023/3/1,40,1967.34,79,3493.08,77,199.6,373,1260.84,203,8394.59,15,159.54,105,2621.06
02T,B84005,ROSEGARTH SURGERY,2023/4/1,35,1534.75,62,2292.51,69,210.42,313,1203.58,182,6986.63,11,109.48,82,1541.98
02T,B84005,ROSEGARTH SURGERY,2023/5/1,8,498.31,9,508.04,31,40.01,174,359.66,85,2207.83,1,6.75,9,277.36
02T,B84005,ROSEGARTH SURGERY,2023/6/1,4,309.26,6,291.03,15,18.78,99,218.17,58,1618.49,1,6.45,5,119.92
02T,B84005,ROSEGARTH SURGERY,2023/7/1,3,195.36,4,200.01,11,15.89,49,129.2,19,1005.17,0,0,3,85.83
02T,B84005,ROSEGARTH SURGERY,2023/8/1,2,140.12,3,133.87,3,8.94,33,140.68,14,787.89,0,0,2,52.27
02T,B84005,ROSEGARTH SURGERY,2023/9/1,2,139.9,5,214.85,4,8.76,24,85.55,8,446.72,0,0,1,33.49
02T,B84006,TODMORDEN GROUP PRACTICE,2020/6/1,36,1608.38,84,3751.71,136,294.68,465,1888.04,364,10537.95,15,203.5,116,2744.36
02T,B84006,TODMORDEN GROUP PRACTICE,2020/7/1,47,1733.21,100,4282.81,141,300.56,467,1884.08,384,10708.23,16,153.39,137,3207.36
02T,B84006,TODMORDEN GROUP PRACTICE,2020/8/1,36,1470.84,92,3888.47,128,279.24,437,1865.37,348,10212.45,20,185.11,119,2654.95
02T,B84006,TODMORDEN GROUP PRACTICE,2020/9/1,56,2036.18,107,4449.44,130,296.19,466,2041.71,378,10761.27,23,237.43,142,3416.05
02T,B84006,TODMORDEN GROUP PRACTICE,2020/10/1,44,1765.55,98,4220.57,136,267.44,436,1820.94,375,10838.88,22,242.25,127,2833.66
02T,B84006,TODMORDEN GROUP PRACTICE,2020/11/1,52,2220.75,104,4680.79,131,257.91,455,1875.99,351,10465.3,21,201.31,114,2619.55
02T,B84006,TODMORDEN GROUP PRACTICE,2020/12/1,50,1980.01,115,5004.63,151,296.05,484,1995.93,402,11896.22,22,204.06,140,3313.43
02T,B84006,TODMORDEN GROUP PRACTICE,2021/1/1,38,1570.78,93,4066.49,144,296.57,461,1924.93,397,12101.38,16,153.99,119,2955.41
02T,B84006,TODMORDEN GROUP PRACTICE,2021/2/1,45,1731.87,98,4085.23,121,229.51,429,1836.8,338,10428.69,26,265.31,126,2891.22
02T,B84006,TODMORDEN GROUP PRACTICE,2021/3/1,50,1871.68,101,4033.87,127,231.24,443,1819.1,373,10835.44,19,180.25,127,2784.74
02T,B84006,TODMORDEN GROUP PRACTICE,2021/4/1,53,2073,111,4848.08,131,263.5,475,1807.39,385,12126.29,24,243.61,112,2536.19
02T,B84006,TODMORDEN GROUP PRACTICE,2021/5/1,56,2236.41,124,4834.76,115,207.26,423,1635.07,362,10899.18,22,184.33,152,3383.35
02T,B84006,TODMORDEN GROUP PRACTICE,2021/6/1,54,1905.86,118,4701.27,118,203.66,464,1754.4,407,12536.76,20,196.94,145,3161.5
02T,B84006,TODMORDEN GROUP PRACTICE,2021/7/1,57,2331.93,117,4746.42,121,218.76,473,1778.14,377,12031.38,21,166.71,142,2834.11
02T,B84006,TODMORDEN GROUP PRACTICE,2021/8/1,53,1933.23,113,4366.03,106,177.63,398,1425.15,351,11220.31,21,213.39,131,2971.17
02T,B84006,TODMORDEN GROUP PRACTICE,2021/9/1,54,2154.55,123,4981.34,133,213.01,490,2030.54,409,13414.85,34,358.97,161,3339.17
02T,B84006,TODMORDEN GROUP PRACTICE,2021/10/1,45,1535.54,111,4321.68,115,188.45,396,1466.35,363,11664.08,20,200.7,114,2290.71
02T,B84006,TODMORDEN GROUP PRACTICE,2021/11/1,43,1746.97,112,4230.55,130,209.03,447,1640.39,380,12746,20,170.64,136,2937.83
02T,B84006,TODMORDEN GROUP PRACTICE,2021/12/1,58,2234.12,130,5032.38,118,183.39,417,1489.68,381,12624.36,33,372.93,138,2840.44
02T,B84006,TODMORDEN GROUP PRACTICE,2022/1/1,50,1814.81,106,4057.74,130,201.59,446,1700.18,370,12067.52,22,209.3,120,2731.94
02T,B84006,TODMORDEN GROUP PRACTICE,2022/2/1,47,1767.48,104,4314.85,114,155.05,405,1424.38,349,11314.91,18,179.78,117,2750.22
02T,B84006,TODMORDEN GROUP PRACTICE,2022/3/1,56,2075.73,138,5184.2,129,191.96,484,1909.3,416,13892.84,21,180.75,130,2659.72
02T,B84006,TODMORDEN GROUP PRACTICE,2022/4/1,58,2220.51,124,4695.1,130,179.35,459,1679.23,389,13271.05,27,208.63,144,3120.42
02T,B84006,TODMORDEN GROUP PRACTICE,2022/5/1,49,1850.5,123,4642.43,114,181.07,478,1917.97,410,14347.52,23,213.21,134,3115.3
02T,B84006,TODMORDEN GROUP PRACTICE,2022/6/1,43,1588,113,4827.79,105,161.54,416,1677.62,387,13208.34,26,235.28,138,2910.73
02T,B84006,TODMORDEN GROUP PRACTICE,2022/7/1,54,2026.43,110,3995.75,122,188.23,432,1710.14,406,14325.72,24,214.6,134,2810.85
02T,B84006,TODMORDEN GROUP PRACTICE,2022/8/1,55,2167.2,111,4497.27,120,175.33,456,2030.34,401,14421.79,26,229.9,127,2668.3
02T,B84006,TODMORDEN GROUP PRACTICE,2022/9/1,46,1696.39,110,4182.01,120,169.22,440,1687.51,391,13304.81,25,230.22,125,2658.44
02T,B84006,TODMORDEN GROUP PRACTICE,2022/10/1,58,2294.37,122,5119.45,112,184.24,463,2109.15,453,16619.76,25,246.62,120,2373.08
02T,B84006,TODMORDEN GROUP PRACTICE,2022/11/1,58,2147.32,120,4587.55,99,158.74,449,1745.75,425,15891.39,22,194.49,106,2106.92
02T,B84006,TODMORDEN GROUP PRACTICE,2022/12/1,60,2353.3,109,4754.02,108,179.52,461,2045.09,418,15674.53,22,193.25,103,1989.59
02T,B84006,TODMORDEN GROUP PRACTICE,2023/1/1,50,1911.13,114,4379.75,97,179.8,475,2378.77,427,16121.65,28,305.15,109,2027.57
02T,B84006,TODMORDEN GROUP PRACTICE,2023/2/1,46,1753.74,110,4390.88,109,166.86,449,1985.23,415,15041.3,20,194.39,102,2132.97
02T,B84006,TODMORDEN GROUP PRACTICE,2023/3/1,59,2364.67,114,4702.2,110,200.61,509,2542.11,440,16688.5,25,243.57,121,2246.44
02T,B84006,TODMORDEN GROUP PRACTICE,2023/4/1,46,2010.6,101,4001.01,106,191.71,428,2204.1,414,16410.73,18,153.7,101,1880.34
02T,B84006,TODMORDEN GROUP PRACTICE,2023/5/1,42,1885.17,112,4822.98,96,145.43,459,2107.58,418,15809.03,23,212.62,107,1949.86
02T,B84006,TODMORDEN GROUP PRACTICE,2023/6/1,58,2256.03,100,4423.32,111,194.76,493,2023.41,458,18052.94,26,298.8,108,1996.64
02T,B84006,TODMORDEN GROUP PRACTICE,2023/7/1,46,2060.51,111,4527.92,99,170.15,463,1959.76,468,16394.93,25,196.45,114,2029.5
02T,B84006,TODMORDEN GROUP PRACTICE,2023/8/1,56,2331.8,111,4713.21,105,202.28,492,1833.3,454,16734,21,198.11,117,2048.82
02T,B84006,TODMORDEN GROUP PRACTICE,2023/9/1,51,2095.79,114,4619.11,99,146.75,485,1572.07,442,15772.01,24,241.57,113,2003.06
02T,B84006,TODMORDEN GROUP PRACTICE,2023/10/1,58,2545.59,112,4685.84,114,196.01,488,1734,457,16568.01,20,170.66,120,2009.88
02T,B84006,TODMORDEN GROUP PRACTICE,2023/11/1,47,2038.4,109,4605.84,90,136.16,521,1730.58,466,16073.72,24,290.31,133,2113.17
02T,B84006,TODMORDEN GROUP PRACTICE,2023/12/1,60,2572.34,122,4942.57,87,159.34,513,1851.33,417,14116.88,22,201.05,112,1951.78
02T,B84006,TODMORDEN GROUP PRACTICE,2024/1/1,51,2310.76,113,4700.87,91,143.68,525,1593.52,440,15081.86,15,117.2,123,2084.22
02T,B84006,TODMORDEN GROUP PRACTICE,2024/2/1,51,2006.07,96,3930.02,93,164.25,507,1454.63,479,16199.88,19,165.44,98,1491.25
02T,B84006,TODMORDEN GROUP PRACTICE,2024/3/1,49,2086.12,111,4637.87,93,154.53,491,1735.97,463,14802.74,15,107.72,103,1625.67
02T,B84006,TODMORDEN GROUP PRACTICE,2024/4/1,56,2341.77,121,4891.82,97,146.68,557,1966.93,530,17492.04,23,223.26,116,1777.52
02T,B84006,TODMORDEN GROUP PRACTICE,2024/5/1,60,2541.02,128,5562.52,98,129.69,512,1608.74,500,16809.14,22,228.95,116,1729.35
02T,B84006,TODMORDEN GROUP PRACTICE,2024/6/1,71,3071.22,117,5338.26,101,169.07,548,1798.28,560,19814.31,24,226.26,142,2356.72
02T,B84006,TODMORDEN GROUP PRACTICE,2024/7/1,80,3686.98,133,6257.98,107,188.51,634,2069.95,638,25364.31,30,261.37,138,2121.94
02T,B84006,TODMORDEN GROUP PRACTICE,2024/8/1,79,3628.68,140,6805.35,102,169.82,586,2070.26,622,22213.88,30,219.92,131,1934.78
02T,B84006,TODMORDEN GROUP PRACTICE,2024/9/1,86,3764.89,121,5592.03,98,144.98,556,2141.97,576,22764.85,25,197.66,138,2024.45
02T,B84006,TODMORDEN GROUP PRACTICE,2024/10/1,68,3147.71,124,5899.28,101,151.55,656,2461.38,634,24766.95,34,259.19,145,2054.22
02T,B84006,TODMORDEN GROUP PRACTICE,2024/11/1,81,3586.34,120,5806.44,93,141.94,617,2072.21,621,23833.09,26,234.91,134,1927.68
02T,B84006,TODMORDEN GROUP PRACTICE,2024/12/1,76,3476.05,128,5829.24,101,152.81,633,2272.43,644,25519.15,36,438.72,145,2131.04
02T,B84006,TODMORDEN GROUP PRACTICE,2025/1/1,73,3256.54,127,6461.2,106,149.44,648,2098.17,668,26574.48,28,263.25,128,1807.35
02T,B84006,TODMORDEN GROUP PRACTICE,2025/2/1,59,2533.94,100,4607.08,80,117.4,539,1425.71,581,22205.72,21,189.24,101,1454.28
02T,B84006,TODMORDEN GROUP PRACTICE,2025/3/1,83,3580.91,130,5911.67,105,143.13,639,2037.67,627,26476.46,33,304.29,147,1948.2
02T,B84006,TODMORDEN GROUP PRACTICE,2025/4/1,85,3580.05,117,5671.75,100,144.11,624,1742.34,637,25931.25,22,260.18,145,1813.16
02T,B84006,TODMORDEN GROUP PRACTICE,2025/5/1,82,3756.57,128,5864.29,103,176.31,664,1870.49,668,28193.63,29,334.06,140,1807.29
02T,B84007,BRIG ROYD SURGERY,2020/6/1,31,1705.52,47,2158.54,62,257.59,211,930.15,130,5994.72,7,61.43,73,1829.35
02T,B84007,BRIG ROYD SURGERY,2020/7/1,34,1728,49,2597.92,80,265.34,198,1263.8,138,6684.38,2,17.39,69,1789.81
02T,B84007,BRIG ROYD SURGERY,2020/8/1,26,1281.62,34,1882.47,70,262.92,188,1054.06,128,5255.25,7,50.18,61,1609.55
02T,B84007,BRIG ROYD SURGERY,2020/9/1,27,1490.77,35,2029.6,105,267.51,192,857.11,148,5295.72,2,17.38,57,1157.5
02T,B84007,BRIG ROYD SURGERY,2020/10/1,30,1250.04,58,3098.22,79,271.47,210,1210.18,154,6893.04,9,84.22,72,1806.45
02T,B84007,BRIG ROYD SURGERY,2020/11/1,34,1631.72,32,1784.08,75,217,182,985.12,133,5634.26,3,28.15,58,1397.43
02T,B84007,BRIG ROYD SURGERY,2020/12/1,21,885.6,39,2189.76,78,221.87,187,964.09,148,5754.16,4,72.93,55,1568.76
02T,B84007,BRIG ROYD SURGERY,2021/1/1,23,1159.88,39,2067.7,85,244.73,182,979.51,134,5020.77,4,30.48,53,1123.67
02T,B84007,BRIG ROYD SURGERY,2021/2/1,33,1658.73,50,2745.77,77,237.16,200,1020.35,141,5349.75,6,46.2,83,2407.05
02T,B84007,BRIG ROYD SURGERY,2021/3/1,23,1290.03,36,1811.41,91,225.76,194,948.6,159,6429.05,6,46.41,45,906.08
02T,B84007,BRIG ROYD SURGERY,2021/4/1,32,1907.69,45,2519.77,92,284.09,204,985.46,139,5148.45,4,56.55,69,1657.03
02T,B84007,BRIG ROYD SURGERY,2021/5/1,28,1371.46,46,2095.3,93,241.01,220,1041.83,172,8266.91,12,135.62,72,1522.09
02T,B84007,BRIG ROYD SURGERY,2021/6/1,26,1344.74,28,1200.28,82,229.71,181,738.52,143,5409.68,7,60.1,42,912.64
02T,B84007,BRIG ROYD SURGERY,2021/7/1,33,1677.97,51,2866.67,87,227.76,199,821.14,149,6068.5,4,37.51,58,1334.89
02T,B84007,BRIG ROYD SURGERY,2021/8/1,30,1629.19,36,1895.96,99,263.46,195,631.71,154,5118.5,8,107.35,67,1442.36
02T,B84007,BRIG ROYD SURGERY,2021/9/1,27,1209.48,38,2280.69,83,220.46,211,877.39,157,7153.57,6,76.44,51,1086.5
02T,B84007,BRIG ROYD SURGERY,2021/10/1,36,1816.87,46,2256.68,93,263.76,200,706.39,167,7334.64,4,26.73,69,1627.75
02T,B84007,BRIG ROYD SURGERY,2021/11/1,32,1657.7,43,1904.95,96,245.51,205,708.22,163,5506.39,3,45.66,56,1509.4
02T,B84007,BRIG ROYD SURGERY,2021/12/1,36,1784.13,52,2663.86,84,202.02,220,845.49,146,6286.23,3,20.09,66,1531.01
02T,B84007,BRIG ROYD SURGERY,2022/1/1,22,1199.07,36,1804.89,88,213.01,172,525.76,132,5795.86,3,23.92,43,1270.71
02T,B84007,BRIG ROYD SURGERY,2022/2/1,25,993.88,40,1952.98,91,241.18,165,530.67,132,5237.59,0,0,47,1175.92
02T,B84007,BRIG ROYD SURGERY,2022/3/1,29,1779.31,44,2455.72,87,183.39,231,694.34,154,6075.77,10,100.9,62,1225.12
02T,B84007,BRIG ROYD SURGERY,2022/4/1,36,1825.12,46,2099.56,87,224.8,184,569.83,152,5815.88,5,29.19,69,1617.08
02T,B84007,BRIG ROYD SURGERY,2022/5/1,29,1248.04,37,1653.82,79,177.7,215,603.59,163,5630.04,2,24.21,60,1374.26
02T,B84007,BRIG ROYD SURGERY,2022/6/1,33,1742.72,41,2172.22,63,157.09,206,709.09,160,7734.14,5,75.21,75,1726.74
02T,B84007,BRIG ROYD SURGERY,2022/7/1,36,1876.82,50,2681.64,61,200.55,213,687.19,139,6279.61,7,69.69,68,1500.33
02T,B84007,BRIG ROYD SURGERY,2022/8/1,37,1812.75,45,1969.59,57,125.5,189,497.81,135,5424.85,9,81,61,1387.55
02T,B84007,BRIG ROYD SURGERY,2022/9/1,30,1417.85,45,2308.69,63,197.49,219,749.74,148,7745.99,5,48.39,51,1094.96
02T,B84007,BRIG ROYD SURGERY,2022/10/1,29,1605.36,37,1743.06,55,158.37,208,663.27,110,5806.3,5,40.18,50,989.87
02T,B84007,BRIG ROYD SURGERY,2022/11/1,38,1896.93,48,2463.84,66,182.59,231,631.8,152,6224.68,8,111.02,62,1463.29
02T,B84007,BRIG ROYD SURGERY,2022/12/1,26,1243.98,43,2087.81,62,174.4,211,784.78,147,7852.47,15,147.77,62,1331.37
02T,B84007,BRIG ROYD SURGERY,2023/1/1,27,1402.58,29,1799.73,61,133.61,214,588.49,146,7213.77,6,70.03,50,915.58
02T,B84007,BRIG ROYD SURGERY,2023/2/1,33,1565.78,37,1735.31,58,163.13,187,796.41,137,6332.52,6,40.35,49,1050.8
02T,B84007,BRIG ROYD SURGERY,2023/3/1,35,1529.06,45,2143.86,81,211.22,228,805.59,162,8676.84,10,80.11,62,1229.57
02T,B84007,BRIG ROYD SURGERY,2023/4/1,31,1427.24,38,2082.57,71,153.95,205,645.95,143,6703.95,8,79.53,58,1315.26
02T,B84007,BRIG ROYD SURGERY,2023/5/1,33,1483.3,41,2048.29,62,158.92,224,683.72,153,7176.29,4,28.44,50,1034.77
02T,B84007,BRIG ROYD SURGERY,2023/6/1,30,1363.48,47,2192.46,62,179.62,237,774.67,177,8796.59,3,17.56,51,1148.6
02T,B84007,BRIG ROYD SURGERY,2023/7/1,35,1452.68,42,1943.64,66,174.07,225,722.27,147,6287.28,8,75.07,49,1021.58
02T,B84007,BRIG ROYD SURGERY,2023/8/1,34,1574.9,52,2630.16,62,149.74,219,621.09,166,7558.8,7,46.73,57,1064.46
02T,B84007,BRIG ROYD SURGERY,2023/9/1,34,1712.45,45,1927.76,52,131.44,219,629.02,166,7762.56,13,157.43,47,1039.13
02T,B84007,BRIG ROYD SURGERY,2023/10/1,29,1378.21,45,2437.08,72,198.48,227,674.05,174,7465.11,2,13.14,47,974.71
02T,B84007,BRIG ROYD SURGERY,2023/11/1,31,1335.83,48,1886.63,62,198.09,212,635.1,175,7642.25,3,22.66,47,875.28
02T,B84007,BRIG ROYD SURGERY,2023/12/1,35,1452.54,45,2225.71,74,218.09,225,703.62,173,7655.51,5,59.21,46,923.26
02T,B84007,BRIG ROYD SURGERY,2024/1/1,33,1774.02,47,2322.21,66,163.74,226,554.04,173,7000.26,9,60.84,51,939.4
02T,B84007,BRIG ROYD SURGERY,2024/2/1,25,1246.39,44,1983.88,67,164.98,221,754.38,160,7143.33,5,38.86,56,995.71
02T,B84007,BRIG ROYD SURGERY,2024/3/1,35,1592.95,51,2524.91,74,184.01,239,651.81,174,7904.28,3,24.36,69,1472.57
02T,B84007,BRIG ROYD SURGERY,2024/4/1,35,1772.84,46,2214.9,80,214.88,243,641.62,184,8335.47,3,34.05,57,792.14
02T,B84007,BRIG ROYD SURGERY,2024/5/1,33,1624.01,47,2454.99,64,119.83,219,705.48,175,8370.59,2,13.62,59,968.19
02T,B84007,BRIG ROYD SURGERY,2024/6/1,32,1478.43,51,2792.61,71,162.25,250,669.59,190,8568.5,6,62.25,72,982.79
02T,B84007,BRIG ROYD SURGERY,2024/7/1,40,2434.67,57,3245.67,87,248.34,240,831.98,185,8120.09,10,91.94,76,1178.74
02T,B84007,BRIG ROYD SURGERY,2024/8/1,31,1401.66,52,2418.72,83,200.25,234,791.29,201,10074.32,2,13.63,49,801.25
02T,B84007,BRIG ROYD SURGERY,2024/9/1,25,1227.79,48,2190.76,80,160.39,219,632.63,195,9688.39,8,101.56,52,892.24
02T,B84007,BRIG ROYD SURGERY,2024/10/1,38,1567.37,50,2555.85,76,139.24,243,941.17,221,10583.7,6,66.96,67,1035.23
02T,B84007,BRIG ROYD SURGERY,2024/11/1,33,1482.43,47,2073.41,79,159.04,225,733.21,174,8879.03,7,107.97,67,1147.97
02T,B84007,BRIG ROYD SURGERY,2024/12/1,40,1909.13,50,2386.72,73,145.98,232,743.83,188,8057.88,14,150.12,51,793.09
02T,B84007,BRIG ROYD SURGERY,2025/1/1,37,1630.69,52,2318.81,72,187.5,237,697.61,206,12483.53,6,52.41,63,979.16
02T,B84007,BRIG ROYD SURGERY,2025/2/1,40,2009.09,46,2131.37,66,133.49,234,657.1,184,7795.27,5,48.01,53,920.43
02T,B84007,BRIG ROYD SURGERY,2025/3/1,36,1508.97,54,2613.18,64,125.92,232,648.96,189,8271.05,8,66.04,41,567.51
02T,B84007,BRIG ROYD SURGERY,2025/4/1,44,2087.04,58,2651.06,86,202.78,268,851.92,239,11936.1,12,131.2,63,1002.89
02T,B84007,BRIG ROYD SURGERY,2025/5/1,38,1694.42,54,2497.97,83,167.91,255,569.67,191,8290.04,6,61.57,52,785.02
02T,B84008,THE NORTHOLME PRACTICE,2020/6/1,30,1236.66,65,2733.99,242,523.89,504,1870.1,340,8294.94,4,22.32,74,1750.44
02T,B84008,THE NORTHOLME PRACTICE,2020/7/1,30,1153.48,76,2919.55,228,521.24,502,2302.89,310,8255.52,2,17.39,105,2703.84
02T,B84008,THE NORTHOLME PRACTICE,2020/8/1,31,1395.34,70,2714.09,218,489.42,405,2032.1,288,8167.31,5,57.39,84,2017.99
02T,B84008,THE NORTHOLME PRACTICE,2020/9/1,40,1664.12,87,3609.19,234,520.21,493,2142.24,293,7794.51,9,74.44,103,2489.84
02T,B84008,THE NORTHOLME PRACTICE,2020/10/1,27,1237.73,71,3277.59,224,446.37,418,1821.74,287,7890.79,5,37.36,90,2422.08
02T,B84008,THE NORTHOLME PRACTICE,2020/11/1,37,1521.5,84,3313.32,248,466.27,535,1985.31,325,8316.32,3,24.08,84,1681.58
02T,B84008,THE NORTHOLME PRACTICE,2020/12/1,46,1982.31,95,4090.78,241,490.44,447,2106.74,325,8969.02,9,67.9,87,2268.66
02T,B84008,THE NORTHOLME PRACTICE,2021/1/1,33,1494.26,63,2583.58,176,350.52,450,1704.48,253,6436.97,8,53.14,84,1741.56
02T,B84008,THE NORTHOLME PRACTICE,2021/2/1,35,1370.76,65,2583.07,201,442.01,455,1786.73,281,7688.19,7,58.99,99,2393.41
02T,B84008,THE NORTHOLME PRACTICE,2021/3/1,45,1906.96,81,3726.59,182,378.39,446,2038.9,265,8715.49,10,78.69,110,2362.72
02T,B84008,THE NORTHOLME PRACTICE,2021/4/1,40,1825.96,71,2931.51,309,523.62,538,1564.77,373,8589.23,7,61.59,100,2495.99
02T,B84008,THE NORTHOLME PRACTICE,2021/5/1,39,1544.13,78,3400.85,155,413.44,401,1586.39,232,8084.55,3,20.05,101,2080.76
02T,B84008,THE NORTHOLME PRACTICE,2021/6/1,39,1838.28,82,3781.73,228,469.88,510,1630.78,366,8426.53,5,61.54,107,2736.25
02T,B84008,THE NORTHOLME PRACTICE,2021/7/1,43,1894.42,80,3638.71,237,522.62,488,1605.07,299,8352.08,4,26.76,106,2346.73
